Sample_Count,Accuracy,Latency_ms,RAM_MB
0,0.0,2.8929710388183594,118.21875
1000,0.8931068931068931,1.172780990600586,128.53125
2000,0.920039980009995,1.8448829650878906,139.6171875
3000,0.9280239920026658,3.15093994140625,152.25
4000,0.9360159960009997,1.2402534484863281,162.5625
5000,0.9416116776644671,2.001047134399414,164.3671875
6000,0.9430094984169305,1.6384124755859375,170.0390625
7000,0.9450078560205685,1.3539791107177734,175.1953125
8000,0.9476315460567429,2.270936965942383,187.0546875
9000,0.950783246305966,4.703044891357422,187.3125
10000,0.952004799520048,5.980491638183594,187.3125
11000,0.9542768839196437,2.1500587463378906,187.5703125
12000,0.9560036663611365,2.0563602447509766,187.828125
13000,0.9570033074378894,1.035928726196289,191.1796875
14000,0.9584315406042425,4.296064376831055,200.203125
15000,0.9598693420438638,1.6508102416992188,200.9765625
16000,0.961127429535654,2.3915767669677734,202.5234375
17000,0.961531674607376,1.76239013671875,203.5546875
18000,0.9619465585245264,1.6012191772460938,203.5546875
19000,0.9633703489290038,4.423618316650391,203.5546875
20000,0.9640517974101295,4.520177841186523,214.640625
21000,0.964811199466692,4.851102828979492,215.9296875
22000,0.9655470205899732,1.1603832244873047,216.1875
23000,0.9663492891613408,1.271963119506836,216.1875
24000,0.9671680346652223,1.6875267028808594,216.1875
25000,0.9679612815487381,1.590728759765625,216.1875
26000,0.9684627514326372,4.1141510009765625,216.1875
27000,0.9691863264323544,7.602214813232422,216.1875
28000,0.9699296453698082,0.8263587951660156,216.1875
29000,0.9705527395607048,1.8024444580078125,216.1875
30000,0.9710009666344456,1.5010833740234375,216.1875
31000,0.9717105899809684,2.1398067474365234,216.1875
32000,0.9724071122777413,1.7404556274414062,224.6953125
33000,0.9730311202690828,4.562616348266602,231.9140625
34000,0.973530190288521,8.145332336425781,242.7421875
35000,0.9739436016113825,2.177715301513672,242.7421875
36000,0.9743618232826866,8.44120979309082,242.7421875
37000,0.9746493338017891,1.7352104187011719,242.7421875
38000,0.9750796031683376,1.4302730560302734,243.0
39000,0.9753596061639445,2.306699752807617,243.0
40000,0.975825604359891,1.0488033294677734,243.0
41000,0.9761713128948074,4.142999649047852,243.0
42000,0.9764291326396991,11.38162612915039,243.0
43000,0.9767214715936838,1.8362998962402344,243.0
44000,0.9770005227153928,1.6186237335205078,243.0
45000,0.9771782849270017,2.8891563415527344,243.0
46000,0.9772178865676833,1.7423629760742188,243.0
47000,0.9774047360694453,1.8525123596191406,242.99609375
48000,0.9775838003374929,1.1534690856933594,251.24609375
49000,0.977633109528377,8.781909942626953,253.30859375
50000,0.9777804443911122,1.5521049499511719,260.26953125
51000,0.9779612164467364,8.794784545898438,269.55078125
52000,0.9780773446664487,4.789829254150391,277.28515625
53000,0.9782268259089452,1.626729965209961,286.30859375
54000,0.9783337345604711,1.8813610076904297,281.54296875
55000,0.9784549371829603,24.469614028930664,284.8828125
56000,0.978643238513598,2.436399459838867,293.12890625
57000,0.9788249328959141,1.4026165008544922,294.15234375
58000,0.9788451923242703,1.5180110931396484,294.15234375
59000,0.978864765003983,2.826690673828125,293.9296875
60000,0.9789503508274862,1.867532730102539,294.1875
61000,0.9791150964738283,4.338741302490234,294.1875
62000,0.9791938839696134,10.487079620361328,294.1875
63000,0.9792860430786813,1.2226104736328125,294.1875
64000,0.9793440727488633,22.83191680908203,294.4453125
65000,0.9793695481607976,1.285552978515625,294.4453125
66000,0.9793639490310753,1.4672279357910156,294.703125
67000,0.9793585170370591,3.7758350372314453,283.27734375
68000,0.979515007132248,24.29819107055664,284.5546875
69000,0.9796524688048,1.0924339294433594,284.5546875
70000,0.9796860044856502,2.3415088653564453,284.5546875
71000,0.9795636681173504,1.1000633239746094,284.5546875
72000,0.9793475090623741,17.003297805786133,284.52734375
73000,0.9792331611895727,4.299163818359375,284.52734375
74000,0.979175957081661,1.7244815826416016,284.16796875
75000,0.9791869441740777,1.8284320831298828,284.1640625
76000,0.9790529071985895,2.191781997680664,284.1640625
77000,0.9789742990350775,2.457141876220703,272.7890625
78000,0.9789746285304034,3.2286643981933594,267.51953125
79000,0.9788990012784649,19.93584632873535,267.83984375
80000,0.9788752640591992,10.483980178833008,270.5625
81000,0.9789014950432711,2.183198928833008,270.66796875
82000,0.9789026963085816,1.9831657409667969,270.78515625
83000,0.978891820580475,1.8646717071533203,270.91796875
84000,0.9789288222759253,2.286195755004883,271.0078125
85000,0.9788355431112575,4.725456237792969,271.0078125
86000,0.9789188497808164,2.0804405212402344,271.0078125
87000,0.9789197825312352,3.001689910888672,271.0078125
88000,0.9789547846047204,38.765907287597656,271.10546875
89000,0.978865406006674,3.2520294189453125,271.10546875
90000,0.978778013577627,2.033710479736328,271.10546875
91000,0.9787914418522874,2.5475025177001953,271.10546875
92000,0.9786741448462517,7.5855255126953125,271.10546875
93000,0.9785378651842453,2.4137496948242188,271.10546875
94000,0.9784895905362709,4.22978401184082,271.10546875
95000,0.9784633845959516,3.162384033203125,271.08203125
96000,0.9784064749325528,2.2323131561279297,271.08203125
97000,0.9783095019638973,2.472400665283203,271.08203125
98000,0.9783369557453495,2.082347869873047,271.23046875
99000,0.9783840567266997,25.304555892944336,271.23046875
100000,0.978390216097839,11.631011962890625,271.37109375
101000,0.9783863526103702,2.3713111877441406,278.30078125
102000,0.9783629572259096,2.3076534271240234,287.32421875
103000,0.9783594334035592,1.5552043914794922,287.58203125
104000,0.978346362054211,2.3283958435058594,287.58203125
105000,0.9783811582746831,1.6341209411621094,287.58203125
106000,0.9783209592362336,3.871440887451172,287.58203125
107000,0.9783086139381875,2.7816295623779297,287.515625
108000,0.9783057564281812,1.9078254699707031,287.515625
109000,0.9783396482601077,19.03057098388672,287.7734375
110000,0.9784092871882983,1.821756362915039,287.7734375
111000,0.9784146088773975,1.8849372863769531,287.7734375
112000,0.9784466210123124,2.3179054260253906,287.7734375
113000,0.9785311634410315,2.130270004272461,289.8359375
114000,0.9785265041534723,5.593538284301758,289.8359375
115000,0.9785740993556578,2.861499786376953,289.8359375
116000,0.9785777708812855,2.176523208618164,289.83203125
117000,0.9785130041623575,5.977869033813477,289.83203125
118000,0.9785425547241126,2.6252269744873047,290.08984375
119000,0.9786304316770448,2.0089149475097656,290.08984375
120000,0.9787001774985209,6.626129150390625,290.08984375
121000,0.9787605061115198,3.190279006958008,290.08984375
122000,0.9788198457389694,2.231121063232422,290.08984375
123000,0.9789026105478817,14.514684677124023,290.08984375
124000,0.9789679115491005,4.164934158325195,290.08984375
125000,0.9790481676146591,1.951456069946289,290.08984375
